"id","any","ordre","tipusDesplacament","horaIn","minutIn","duradaMinuts","distancia","comarcaIn","comarcaFi","internMunicipi","mitja1","mitja2","mitja3","mitjaPrincipal","antiguitatCotxeMoto","antiguitatFurgoCamio","combustible","numPersonesVehicle","sexe","edat","comarca","estudis"
"2022000034","2022","1","Anar a treballar","6","50","100","5","Barcelonès","Vallès Oriental","0","Caminant","Rodalies Renfe","Furgoneta","Rodalies Renfe"," ","99","Benzina/sense plom 95/sense plom 98","3","Home","45-64","Barcelonès","Primaris"
"2022000034","2022","2","Dinar, sopar, bar, restaurant (no oci)","13","0","10","3","Vallès Oriental","Vallès Oriental","1","Furgoneta",NULL,NULL,"Furgoneta"," ","99","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Primaris"
"2022000034","2022","3","Anar a treballar","14","0","10","3","Vallès Oriental","Vallès Oriental","1","Furgoneta",NULL,NULL,"Furgoneta"," ","99","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Primaris"
"2022000034","2022","4","Domicili","17","30","80","5","Vallès Oriental","Barcelonès","0","Furgoneta","Rodalies Renfe","Caminant","Rodalies Renfe"," ","99","Benzina/sense plom 95/sense plom 98","3","Home","45-64","Barcelonès","Primaris"
"2022000034","2022","5","Oci, diversió, espectacles, cinemes, restaurants, esports","19","0","20","4","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","2"," ","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Primaris"
"2022000034","2022","6","Domicili","22","0","20","4","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","2"," ","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Primaris"
"2022000035","2022","1","Compres quotidianes","11","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","45-64","Barcelonès","Estudis superiors"
"2022000035","2022","2","Domicili","11","45","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","45-64","Barcelonès","Estudis superiors"
"2022000035","2022","3","Oci, diversió, espectacles, cinemes, restaurants, esports","14","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","45-64","Barcelonès","Estudis superiors"
"2022000035","2022","4","Domicili","16","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","45-64","Barcelonès","Estudis superiors"
"2022000036","2022","1","Metge, CAP, proves diagnòstiques, recuperacions, hospital (visita pròpia)","12","0","45","3","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","45-64","Barcelonès","Primaris"
"2022000036","2022","2","Dinar, sopar, bar, restaurant (no oci)","15","0","30","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","45-64","Barcelonès","Primaris"
"2022000036","2022","3","Gestions personals","16","30","105","3","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","45-64","Barcelonès","Primaris"
"2022000036","2022","4","Domicili","18","25","60","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","45-64","Barcelonès","Primaris"
"2022000037","2022","1","Acompanyar o recollir persones menors d'edat","7","50","5","1","Barcelonès","Barcelonès","1","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","16"," ","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Estudis superiors"
"2022000037","2022","2","Anar a treballar","8","5","15","3","Barcelonès","Barcelonès","1","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","16"," ","Benzina/sense plom 95/sense plom 98","1","Home","45-64","Barcelonès","Estudis superiors"
"2022000037","2022","3","Anar a treballar","9","15","20","3","Barcelonès","Barcelonès","1","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","16"," ","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Estudis superiors"
"2022000037","2022","4","Anar a treballar","10","30","15","2","Barcelonès","Barcelonès","1","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","16"," ","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Estudis superiors"
"2022000037","2022","5","Anar a treballar","11","30","15","2","Barcelonès","Barcelonès","1","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","16"," ","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Estudis superiors"
"2022000037","2022","6","Anar a treballar","12","20","25","2","Barcelonès","Barcelonès","1","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","16"," ","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Estudis superiors"
"2022000037","2022","7","Anar a treballar","13","30","15","3","Barcelonès","Barcelonès","1","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","16"," ","Benzina/sense plom 95/sense plom 98","2","Home","45-64","Barcelonès","Estudis superiors"
"2022000037","2022","8","Domicili","17","15","20","3","Barcelonès","Barcelonès","1","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","16"," ","Benzina/sense plom 95/sense plom 98","1","Home","45-64","Barcelonès","Estudis superiors"
"2022000038","2022","1","Anar a treballar","13","15","25","3","Barcelonès","Barcelonès","1","Metro","Ferrocarrils Generalitat (FGC)",NULL,"FGC"," "," ",NULL," ","Home","45-64","Barcelonès","Estudis superiors"
"2022000038","2022","2","Domicili","19","30","35","3","Barcelonès","Barcelonès","1","Autobús TMB","Metro",NULL,"Metro"," "," ",NULL," ","Home","45-64","Barcelonès","Estudis superiors"
"2022000039","2022","1","Anar a treballar","7","0","45","3","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000039","2022","2","Compres quotidianes","13","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000039","2022","3","Anar a treballar","13","20","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000039","2022","4","Domicili","17","0","45","3","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000042","2022","1","Oci, diversió, espectacles, cinemes, restaurants, esports","10","0","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000042","2022","2","Compres quotidianes","12","0","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000042","2022","3","Domicili","13","15","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000043","2022","1","Oci, diversió, espectacles, cinemes, restaurants, esports","9","50","20","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000043","2022","2","Domicili","13","30","20","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000043","2022","3","Oci, diversió, espectacles, cinemes, restaurants, esports","16","30","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000043","2022","4","Domicili","18","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Estudis superiors"
"2022000044","2022","1","Oci, diversió, espectacles, cinemes, restaurants, esports","9","0","2","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Primaris"
"2022000044","2022","2","Compres quotidianes","10","0","2","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Primaris"
"2022000044","2022","3","Domicili","13","0","4","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Primaris"
"2022000044","2022","4","Acompanyar o recollir persones menors d'edat","17","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Primaris"
"2022000044","2022","5","Domicili","17","15","15","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","65 i més","Barcelonès","Primaris"
"2022000046","2022","1","Compres quotidianes","9","30","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000046","2022","2","Compres quotidianes","10","15","12","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000046","2022","3","Gestions personals","11","30","12","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000046","2022","4","Domicili","12","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000047","2022","1","Anar a treballar","7","35","25","4","Barcelonès","Barcelonès","0","Cotxe com a conductora","Caminant",NULL,"Cotxe com a conductora","7"," ","Gasòil/dièsel","1","Dona","45-64","Barcelonès","Estudis superiors"
"2022000047","2022","2","Domicili","15","30","40","4","Barcelonès","Barcelonès","0","Caminant","Cotxe com a conductora","Caminant","Cotxe com a conductora","7"," ","Gasòil/dièsel","1","Dona","45-64","Barcelonès","Estudis superiors"
"2022000047","2022","3","Acompanyar o recollir persones menors d'edat","16","35","8","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000047","2022","4","Domicili","17","5","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000048","2022","1","Anar a treballar","6","30","25","3","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000048","2022","2","Estudis","14","15","30","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000048","2022","3","Domicili","20","30","15","2","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000050","2022","1","Anar a treballar","14","15","20","3","Barcelonès","Barcelonès","1","Caminant","Metro",NULL,"Metro"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000050","2022","2","Domicili","17","30","20","3","Barcelonès","Barcelonès","1","Caminant","Metro",NULL,"Metro"," "," ",NULL," ","Dona","16-29","Barcelonès","Secundaris"
"2022000051","2022","1","Anar a treballar","8","30","30","3","Barcelonès","Barcelonès","1","Caminant","Cotxe com a conductora",NULL,"Cotxe com a conductora","15"," ","Benzina/sense plom 95/sense plom 98","1","Dona","30-44","Barcelonès","Estudis superiors"
"2022000051","2022","2","Acompanyar o recollir persones menors d'edat","16","6","36","3","Barcelonès","Barcelonès","1","Cotxe com a conductora","Caminant",NULL,"Cotxe com a conductora","15"," ","Benzina/sense plom 95/sense plom 98","1","Dona","30-44","Barcelonès","Estudis superiors"
"2022000051","2022","3","Acompanyar o recollir persones menors d'edat","17","0","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000051","2022","4","Acompanyar o recollir persones menors d'edat","17","30","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000051","2022","5","Domicili","18","0","15","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000052","2022","1","Acompanyar o recollir persones menors d'edat","8","30","30","2","Barcelonès","Barcelonès","1","Metro","Autobús TMB",NULL,"Metro"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000052","2022","2","Anar a treballar","9","0","20","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000052","2022","3","Acompanyar o recollir persones menors d'edat","16","30","20","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000052","2022","4","Domicili","17","30","45","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000053","2022","1","Anar a treballar","14","0","40","4","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","16-29","Barcelonès","Estudis superiors"
"2022000053","2022","2","Oci, diversió, espectacles, cinemes, restaurants, esports","22","30","40","4","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","16-29","Barcelonès","Estudis superiors"
"2022000053","2022","3","Domicili","25","0","30","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","16-29","Barcelonès","Estudis superiors"
"2022000054","2022","1","Sense destinació fixe, passejar, treure el gos","9","0","15","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000054","2022","2","Domicili","9","30","15","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000054","2022","3","Sense destinació fixe, passejar, treure el gos","18","0","15","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000054","2022","4","Domicili","19","0","15","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000056","2022","1","Compres quotidianes","19","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000056","2022","2","Oci, diversió, espectacles, cinemes, restaurants, esports","20","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000056","2022","3","Domicili","20","25","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000057","2022","1","Anar a treballar","14","45","50","4","Barcelonès","Baix Llobregat","0","Metro","Altres autobús (urbà no TMB i/o interurbà)",NULL,"Metro"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000057","2022","2","Domicili","24","0","40","4","Baix Llobregat","Barcelonès","0","Altres autobús (urbà no TMB i/o interurbà)",NULL,NULL,"Altres autobús"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000058","2022","1","Anar a treballar","7","30","25","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000058","2022","2","Domicili","17","10","25","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000059","2022","1","Anar a treballar","8","0","45","4","Barcelonès","Barcelonès","1","Autobús TMB","Caminant",NULL,"Autobús TMB"," "," ",NULL," ","Dona","30-44","Barcelonès","Sense estudis"
"2022000059","2022","2","Oci, diversió, espectacles, cinemes, restaurants, esports","15","0","120","5","Barcelonès","Vallès Oriental","0","Caminant","Metro","Ferrocarrils Generalitat (FGC)","FGC"," "," ",NULL," ","Dona","30-44","Barcelonès","Sense estudis"
"2022000059","2022","3","Dinar, sopar, bar, restaurant (no oci)","20","0","60","5","Vallès Oriental","Barcelonès","0","Caminant","Ferrocarrils Generalitat (FGC)",NULL,"FGC"," "," ",NULL," ","Dona","30-44","Barcelonès","Sense estudis"
"2022000059","2022","4","Domicili","25","0","20","3","Barcelonès","Barcelonès","1","Taxi (Uber, Cabify)",NULL,NULL,"Taxi"," "," ",NULL," ","Dona","30-44","Barcelonès","Sense estudis"
"2022000060","2022","1","Anar a treballar","7","15","45","4","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000060","2022","2","Domicili","13","45","45","4","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000060","2022","3","Compres ocasionals o no quotidianes","16","30","20","2","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000060","2022","4","Domicili","17","30","20","2","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000061","2022","1","Compres quotidianes","18","0","15","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000061","2022","2","Domicili","18","30","15","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000062","2022","1","Anar a treballar","10","0","25","3","Barcelonès","Barcelonès","1","Caminant","Autobús TMB","Caminant","Autobús TMB"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000062","2022","2","Dinar, sopar, bar, restaurant (no oci)","15","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000062","2022","3","Anar a treballar","15","15","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000062","2022","4","Oci, diversió, espectacles, cinemes, restaurants, esports","20","30","30","2","Barcelonès","Barcelonès","1","Caminant","Autobús TMB",NULL,"Autobús TMB"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000062","2022","5","Oci, diversió, espectacles, cinemes, restaurants, esports","21","10","7","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000062","2022","6","Oci, diversió, espectacles, cinemes, restaurants, esports","21","45","7","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000062","2022","7","Domicili","24","15","7","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000063","2022","1","Acompanyar o recollir persones menors d'edat","8","15","7","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000063","2022","2","Domicili","8","35","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000063","2022","3","Compres quotidianes","10","0","2","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000063","2022","4","Domicili","11","0","2","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000063","2022","5","Acompanyar o recollir persones menors d'edat","16","15","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000063","2022","6","Domicili","16","40","7","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","30-44","Barcelonès","Secundaris"
"2022000064","2022","1","Visitar amic o familiar (sense quedar-se a dormir)","12","0","40","5","Barcelonès","Maresme","0","Altres autobús (urbà no TMB i/o interurbà)",NULL,NULL,"Altres autobús"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000064","2022","2","Domicili","15","30","40","5","Maresme","Barcelonès","0","Altres autobús (urbà no TMB i/o interurbà)",NULL,NULL,"Altres autobús"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000064","2022","3","Metge, CAP, proves diagnòstiques, recuperacions, hospital (visita pròpia)","16","30","35","3","Barcelonès","Barcelonès","1","Autobús TMB","Caminant",NULL,"Autobús TMB"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000064","2022","4","Domicili","18","0","35","3","Barcelonès","Barcelonès","1","Caminant","Autobús TMB",NULL,"Autobús TMB"," "," ",NULL," ","Dona","30-44","Barcelonès","Estudis superiors"
"2022000065","2022","1","Compres quotidianes","9","0","15","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000065","2022","2","Domicili","10","0","15","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000065","2022","3","Anar a treballar","14","30","45","5","Barcelonès","Vallès Occidental","0","Metro","Ferrocarrils Generalitat (FGC)","Caminant","FGC"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000065","2022","4","Oci, diversió, espectacles, cinemes, restaurants, esports","19","30","45","5","Vallès Occidental","Barcelonès","0","Ferrocarrils Generalitat (FGC)","Metro","Caminant","FGC"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000065","2022","5","Domicili","23","30","15","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000066","2022","1","Compres quotidianes","19","0","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000066","2022","2","Oci, diversió, espectacles, cinemes, restaurants, esports","19","20","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000066","2022","3","Altres llocs on dormir (hotel, hospital, casa d'amics, etc.)","19","55","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000067","2022","1","Metge, CAP, proves diagnòstiques, recuperacions, hospital (visita pròpia)","9","0","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000067","2022","2","Domicili","10","30","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000067","2022","3","Oci, diversió, espectacles, cinemes, restaurants, esports","16","30","20","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
