"id","any","ordre","tipusDesplacament","horaIn","minutIn","duradaMinuts","distancia","comarcaIn","comarcaFi","internMunicipi","mitja1","mitja2","mitja3","mitjaPrincipal","antiguitatCotxeMoto","antiguitatFurgoCamio","combustible","numPersonesVehicle","sexe","edat","comarca","estudis"
"2022000067","2022","4","Oci, diversió, espectacles, cinemes, restaurants, esports","19","30","30","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000067","2022","5","Domicili","22","10","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000068","2022","1","Anar a treballar","7","20","25","5","Barcelonès","Maresme","0","Cotxe com a acompanyant",NULL,NULL,"Cotxe com a acompanyant"," "," ",NULL,"2","Dona","45-64","Barcelonès","Secundaris"
"2022000068","2022","2","Domicili","17","15","40","5","Maresme","Barcelonès","0","Cotxe com a conductora",NULL,NULL,"Cotxe com a conductora","3"," ","GLP (Gas Liquat)","3","Dona","45-64","Barcelonès","Secundaris"
"2022000068","2022","3","Oci, diversió, espectacles, cinemes, restaurants, esports","18","50","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000068","2022","4","Domicili","19","50","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000068","2022","5","Compres quotidianes","20","5","8","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000068","2022","6","Domicili","20","20","6","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000069","2022","1","Metge, CAP, proves diagnòstiques, recuperacions, hospital (visita pròpia)","10","0","15","2","Barcelonès","Barcelonès","1","Metro","Caminant",NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000069","2022","2","Domicili","11","30","15","2","Barcelonès","Barcelonès","1","Caminant","Metro",NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000069","2022","3","Anar a treballar","13","30","15","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000069","2022","4","Anar a treballar","14","55","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000069","2022","5","Domicili","19","30","15","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000070","2022","1","Anar a treballar","6","30","12","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000070","2022","2","Domicili","18","30","12","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000070","2022","3","Oci, diversió, espectacles, cinemes, restaurants, esports","19","10","7","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000070","2022","4","Domicili","20","10","7","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000071","2022","1","Anar a treballar","8","15","25","4","Barcelonès","Barcelonès","0","Cotxe com a acompanyant",NULL,NULL,"Cotxe com a acompanyant"," "," ",NULL,"2","Dona","45-64","Barcelonès","Estudis superiors"
"2022000071","2022","2","Domicili","13","30","60","4","Barcelonès","Barcelonès","0","Cotxe com a acompanyant",NULL,NULL,"Cotxe com a acompanyant"," "," ",NULL,"3","Dona","45-64","Barcelonès","Estudis superiors"
"2022000071","2022","3","Anar a treballar","16","30","25","4","Barcelonès","Barcelonès","0","Cotxe com a acompanyant",NULL,NULL,"Cotxe com a acompanyant"," "," ",NULL,"2","Dona","45-64","Barcelonès","Estudis superiors"
"2022000071","2022","4","Domicili","20","0","25","4","Barcelonès","Barcelonès","0","Cotxe com a acompanyant",NULL,NULL,"Cotxe com a acompanyant"," "," ",NULL,"2","Dona","45-64","Barcelonès","Estudis superiors"
"2022000071","2022","5","Gestions personals","21","30","3","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000071","2022","6","Domicili","21","33","3","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000072","2022","1","Anar a treballar","8","0","35","3","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000072","2022","2","Domicili","17","30","35","3","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000072","2022","3","Compres quotidianes","19","10","3","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000072","2022","4","Domicili","19","25","3","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000073","2022","1","Anar a treballar","7","10","25","3","Barcelonès","Barcelonès","1","Metro","Autobús TMB",NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000073","2022","2","Domicili","14","0","30","3","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000073","2022","3","Compres quotidianes","17","0","8","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000073","2022","4","Domicili","17","30","5","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000073","2022","5","Acompanyar o recollir persones menors d'edat","18","0","10","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000073","2022","6","Domicili","19","45","10","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000074","2022","3","Domicili","14","10","4","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Primaris"
"2022000075","2022","1","Metge, CAP, proves diagnòstiques, recuperacions, hospital (visita pròpia)","11","0","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000075","2022","2","Compres quotidianes","12","0","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","45-64","Barcelonès","Secundaris"
"2022000076","2022","1","Anar a treballar","7","55","20","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000076","2022","2","Gestions de treball (fora del lloc/seu habitual on treballa)","10","30","15","2","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000076","2022","3","Gestions de treball (fora del lloc/seu habitual on treballa)","14","30","15","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000076","2022","4","Gestions de treball (fora del lloc/seu habitual on treballa)","17","30","15","3","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000076","2022","5","Domicili","20","0","30","3","Barcelonès","Barcelonès","1","Tramvia","Metro",NULL,"Tramvia"," "," ",NULL," ","Dona","45-64","Barcelonès","Estudis superiors"
"2022000077","2022","1","Compres quotidianes","12","30","20","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000077","2022","2","Compres quotidianes","13","0","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000077","2022","3","Compres quotidianes","13","10","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000077","2022","4","Domicili","13","15","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000078","2022","1","Compres quotidianes","10","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000078","2022","2","Compres quotidianes","10","45","2","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000078","2022","3","Compres quotidianes","10","50","1","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000078","2022","4","Domicili","12","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000079","2022","1","Acompanyar o recollir persones majors d'edat","10","0","45","3","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000079","2022","2","Acompanyar o recollir persones majors d'edat","11","0","20","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000079","2022","3","Acompanyar o recollir persones majors d'edat","12","0","20","2","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000079","2022","4","Domicili","19","0","35","3","Barcelonès","Barcelonès","1","Autobús TMB",NULL,NULL,"Autobús TMB"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000080","2022","1","Acompanyar o recollir persones menors d'edat","9","30","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Secundaris"
"2022000080","2022","2","Compres quotidianes","10","0","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Secundaris"
"2022000080","2022","3","Domicili","12","0","30","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Secundaris"
"2022000080","2022","4","Sense destinació fixe, passejar, treure el gos","12","35","20","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Secundaris"
"2022000080","2022","5","Acompanyar o recollir persones menors d'edat","14","0","30","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Secundaris"
"2022000080","2022","6","Domicili","14","30","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Secundaris"
"2022000080","2022","7","Gestions personals","18","30","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Secundaris"
"2022000080","2022","8","Domicili","20","30","10","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Secundaris"
"2022000083","2022","1","Sense destinació fixe, passejar, treure el gos","19","0","50","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000083","2022","2","Domicili","19","50","12","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Primaris"
"2022000084","2022","1","Compres quotidianes","11","0","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Sense estudis"
"2022000084","2022","2","Domicili","11","25","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Dona","65 i més","Barcelonès","Sense estudis"
"2022000086","2022","1","Compres quotidianes","11","0","2","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000086","2022","2","Domicili","11","10","2","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000086","2022","3","Oci, diversió, espectacles, cinemes, restaurants, esports","18","0","15","2","Barcelonès","Barcelonès","1","Patinet, segway o altres ginys",NULL,NULL,"Altres no motoritzats"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000086","2022","4","Domicili","22","0","15","2","Barcelonès","Barcelonès","1","Patinet, segway o altres ginys",NULL,NULL,"Altres no motoritzats"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000087","2022","1","Anar a treballar","12","30","10","2","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","0"," ","Benzina/sense plom 95/sense plom 98","2","Home","16-29","Barcelonès","Estudis superiors"
"2022000087","2022","2","Domicili","17","0","15","2","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","0"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000087","2022","3","Anar a treballar","18","30","15","3","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","0"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000087","2022","4","Gestions personals","21","0","20","3","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","0"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000087","2022","5","Anar a treballar","21","25","20","3","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","0"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000087","2022","6","Domicili","24","5","15","3","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","0"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000088","2022","1","Sense destinació fixe, passejar, treure el gos","8","0","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000088","2022","2","Domicili","8","21","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000088","2022","3","Visitar amic o familiar (sense quedar-se a dormir)","17","0","5","2","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","5"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000088","2022","4","Oci, diversió, espectacles, cinemes, restaurants, esports","20","0","10","2","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","5"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000088","2022","5","Oci, diversió, espectacles, cinemes, restaurants, esports","22","0","15","2","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","5"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000088","2022","6","Domicili","26","0","5","2","Barcelonès","Barcelonès","1","Moto com a conductora",NULL,NULL,"Moto com a conductora","5"," ","Benzina/sense plom 95/sense plom 98","1","Home","16-29","Barcelonès","Estudis superiors"
"2022000089","2022","1","Estudis","9","15","40","4","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000089","2022","2","Domicili","21","0","40","4","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000091","2022","3","Domicili","22","0","15","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000092","2022","1","Estudis","8","0","30","4","Barcelonès","Barcelonès","0","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000092","2022","2","Anar a treballar","15","0","15","2","Barcelonès","Baix Llobregat","0","Tramvia",NULL,NULL,"Tramvia"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000092","2022","3","Domicili","18","0","30","4","Baix Llobregat","Barcelonès","0","Cotxe com a acompanyant",NULL,NULL,"Cotxe com a acompanyant"," "," ",NULL,"2","Home","16-29","Barcelonès","Secundaris"
"2022000093","2022","1","Estudis","7","0","40","5","Barcelonès","Maresme","0","Autobús TMB","Altres autobús (urbà no TMB i/o interurbà)",NULL,"Altres autobús"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000093","2022","2","Domicili","15","0","40","5","Maresme","Barcelonès","0","Altres autobús (urbà no TMB i/o interurbà)","Autobús TMB",NULL,"Altres autobús"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000093","2022","3","Oci, diversió, espectacles, cinemes, restaurants, esports","19","30","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000093","2022","4","Domicili","22","0","20","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000094","2022","1","Oci, diversió, espectacles, cinemes, restaurants, esports","20","30","30","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000094","2022","2","Domicili","23","0","30","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000095","2022","1","Estudis","8","0","20","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000095","2022","2","Domicili","14","0","20","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000095","2022","3","Gestions personals","15","0","30","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000095","2022","4","Domicili","16","15","30","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000096","2022","1","Anar a treballar","6","0","3","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000096","2022","2","Domicili","15","0","3","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000097","2022","1","Anar a treballar","11","0","40","3","Barcelonès","Barcelonès","1","Bicicleta",NULL,NULL,"Bicicleta"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000097","2022","2","Domicili","14","30","60","3","Barcelonès","Barcelonès","1","Bicicleta",NULL,NULL,"Bicicleta"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000097","2022","3","Sense destinació fixe, passejar, treure el gos","16","0","30","2","Barcelonès","Barcelonès","1","Bicicleta",NULL,NULL,"Bicicleta"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000097","2022","4","Domicili","16","30","30","2","Barcelonès","Barcelonès","1","Bicicleta",NULL,NULL,"Bicicleta"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000097","2022","5","Anar a treballar","18","30","20","2","Barcelonès","Barcelonès","1","Bicicleta",NULL,NULL,"Bicicleta"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000097","2022","6","Domicili","21","15","30","2","Barcelonès","Barcelonès","1","Bicicleta",NULL,NULL,"Bicicleta"," "," ",NULL," ","Home","16-29","Barcelonès","Estudis superiors"
"2022000098","2022","3","Estudis","12","5","8","2","Barcelonès","Barcelonès","1","Bicicleta",NULL,NULL,"Bicicleta"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000098","2022","4","Domicili","14","20","8","2","Barcelonès","Barcelonès","1","Bicicleta",NULL,NULL,"Bicicleta"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000099","2022","1","Estudis","7","15","30","3","Barcelonès","Barcelonès","1","Caminant","Autobús TMB",NULL,"Autobús TMB"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000099","2022","2","Domicili","14","40","40","3","Barcelonès","Barcelonès","1","Autobús TMB","Caminant",NULL,"Autobús TMB"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000099","2022","3","Oci, diversió, espectacles, cinemes, restaurants, esports","17","15","5","2","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000099","2022","4","Compres ocasionals o no quotidianes","17","30","30","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000099","2022","5","Sense destinació fixe, passejar, treure el gos","18","0","45","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000099","2022","6","Visitar amic o familiar (sense quedar-se a dormir)","19","0","10","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000099","2022","7","Oci, diversió, espectacles, cinemes, restaurants, esports","19","25","5","1","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu <= 5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000099","2022","9","Domicili","24","40","40","2","Barcelonès","Barcelonès","1","Caminant",NULL,NULL,"Peu >5 minuts"," "," ",NULL," ","Home","16-29","Barcelonès","Primaris"
"2022000100","2022","1","Anar a treballar","10","30","15","3","Barcelonès","Barcelonès","1","Ciclomotor com a conductora",NULL,NULL,"Ciclomotor com a conductora","99"," ","Elèctric","1","Home","16-29","Barcelonès","Secundaris"
"2022000100","2022","2","Domicili","16","0","15","3","Barcelonès","Barcelonès","1","Ciclomotor com a acompanyant",NULL,NULL,"Ciclomotor com a acompanyant"," "," ",NULL,"2","Home","16-29","Barcelonès","Secundaris"
"2022000100","2022","3","Anar a treballar","19","30","30","3","Barcelonès","Barcelonès","1","Metro",NULL,NULL,"Metro"," "," ",NULL," ","Home","16-29","Barcelonès","Secundaris"
"2022000100","2022","4","Domicili","26","30","15","3","Barcelonès","Barcelonès","1","Ciclomotor com a conductora",NULL,NULL,"Ciclomotor com a conductora","99"," ","Elèctric","1","Home","16-29","Barcelonès","Secundaris"
